step,epoch,d_loss,g_loss,d_real_acc,d_fake_acc
1,1,1.4332423110802968,3.8993290662765503,0.58984375,0.6875
2,2,2.4388670921325684,5.559960563977559,0.28125,0.41796875
3,3,2.3886264661947885,7.228048642476399,0.3033854166666667,0.5651041666666666
4,4,1.471139262119929,9.37139598528544,0.5885416666666666,0.6783854166666666
5,5,1.5326316754023235,10.178743441899618,0.5286458333333334,0.6888020833333334
6,6,1.5834402938683827,10.579621315002441,0.5065104166666666,0.6731770833333334
7,7,1.3097436378399532,10.542021036148071,0.6588541666666666,0.7109375
8,8,1.1844276835521061,10.730427265167236,0.8463541666666666,0.6940104166666666
9,9,1.402854561805725,10.16508682568868,0.7356770833333334,0.6484375
10,10,1.639173224568367,9.83068335056305,0.7981770833333334,0.5716145833333334
11,11,0.862009992202123,10.804770151774088,0.8841145833333334,0.8203125
12,12,0.7038272147377332,12.198279539744059,0.91796875,0.9153645833333334
13,13,1.237217515707016,11.152821938196817,0.8684895833333334,0.6848958333333334
14,14,0.6905347853899002,11.965486288070679,0.9296875,0.9088541666666666
15,15,1.4842355499664943,10.771835883458456,0.8776041666666666,0.6328125
16,16,0.7650732224186262,11.28386410077413,0.9127604166666666,0.8802083333333334
17,17,1.0682040999333065,11.042867739995321,0.875,0.7330729166666666
18,18,0.8408271595835686,11.583880265553793,0.9049479166666666,0.8385416666666666
19,19,0.6938648993770281,12.229091803232828,0.9075520833333334,0.9322916666666666
20,20,1.2056828886270523,11.30150294303894,0.9088541666666666,0.63671875
21,21,0.7225251123309135,11.969840049743652,0.9309895833333334,0.8684895833333334
22,22,0.626284139851729,11.892661015192667,0.9401041666666666,0.9296875
23,23,0.593840221563975,12.44812297821045,0.9309895833333334,0.96484375
24,24,0.8188427711526552,11.643562952677408,0.9244791666666666,0.84375
25,25,0.720443623761336,11.321009635925293,0.9205729166666666,0.8893229166666666
26,26,1.051057755947113,11.188937584559122,0.9153645833333334,0.7578125
27,27,0.6269131228327751,11.459129651387533,0.94140625,0.9453125
28,28,0.5676035806536674,11.533677140871683,0.9375,0.9609375
29,29,0.6668943539261818,11.598652442296347,0.9518229166666666,0.9036458333333334
30,30,0.5907822921872139,11.875917355219523,0.90625,0.96875
31,31,0.608002245426178,11.563411235809326,0.9114583333333334,0.9401041666666666
32,32,0.5496940116087595,9.167918602625528,0.94140625,0.98046875
33,33,0.5173507183790207,10.421966354052225,0.9518229166666666,0.9765625
34,34,0.7572144990166029,9.002516349156698,0.8984375,0.8958333333333334
35,35,0.6727655480305353,7.871617754300435,0.8919270833333334,0.9375
36,36,0.9922928263743719,6.413818558057149,0.7721354166666666,0.8333333333333334
37,37,0.8142982721328735,6.06989852587382,0.8059895833333334,0.90625
38,38,0.7774815907080969,6.550368626912435,0.8606770833333334,0.9049479166666666
39,39,0.6144546791911125,6.870430628458659,0.9049479166666666,0.953125
40,40,0.6236026659607887,6.414578795433044,0.9036458333333334,0.9466145833333334
41,41,0.661500001947085,6.070912738641103,0.8658854166666666,0.9348958333333334
42,42,0.6421795239051183,6.479888478914897,0.9075520833333334,0.9401041666666666
43,43,0.5493322859207789,6.444566488265991,0.92578125,0.9739583333333334
44,44,0.9249543771147728,5.670486311117808,0.7708333333333334,0.8671875
45,45,0.4911363671223323,7.042262156804402,0.9453125,0.9817708333333334
46,46,0.699555903673172,5.425287405649821,0.8854166666666666,0.9388020833333334
47,47,0.6824211825927099,5.761265873908997,0.91015625,0.9166666666666666
48,48,0.8401002784570059,5.4249163667360945,0.7916666666666666,0.8841145833333334
49,49,0.6476593390107155,6.093389391899109,0.8919270833333334,0.9453125
50,50,0.8254297574361166,5.383856574694316,0.84765625,0.8736979166666666
51,51,0.7183840473492941,5.655069311459859,0.8841145833333334,0.9088541666666666
52,52,0.7120439435044924,5.612154682477315,0.8372395833333334,0.9361979166666666
53,53,0.8124797195196152,5.6633546352386475,0.8372395833333334,0.8736979166666666
54,54,0.8161919911702474,5.065421521663666,0.83984375,0.875
55,55,0.9271121372779211,5.11035434405009,0.76953125,0.83203125
56,56,0.7024826854467392,5.146899203459422,0.88671875,0.9140625
57,57,0.6522877787550291,5.751765449841817,0.9192708333333334,0.9427083333333334
58,58,0.8879638860623041,4.926985462506612,0.8072916666666666,0.8424479166666666
59,59,0.6408481573065122,5.668879111607869,0.88671875,0.9453125
60,60,0.7813270191351572,5.396193941434224,0.8385416666666666,0.8932291666666666
61,61,0.6548812165856361,6.360347429911296,0.8880208333333334,0.9309895833333334
62,62,0.6401223465800285,6.369634787241618,0.9049479166666666,0.9361979166666666
63,63,0.7786768327156702,6.00747553507487,0.8606770833333334,0.8763020833333334
64,64,0.7511785080035528,5.045050501823425,0.828125,0.94140625
65,65,0.7205394506454468,5.708849271138509,0.86328125,0.9153645833333334
66,66,0.7235852479934692,5.703861236572266,0.90234375,0.8763020833333334
67,67,0.683532585700353,6.10922650496165,0.8580729166666666,0.9309895833333334
68,68,0.6561144962906837,6.208991368611653,0.86328125,0.9544270833333334
69,69,0.5663721511761347,6.6898051500320435,0.921875,0.9622395833333334
70,70,1.0413061479727428,4.078472703695297,0.82421875,0.7838541666666666
71,71,0.7173478851715723,4.8201073209444685,0.8893229166666666,0.890625
72,72,0.7436250671744347,5.776840925216675,0.85546875,0.9127604166666666
73,73,0.8453369438648224,5.251745760440826,0.8216145833333334,0.87109375
74,74,0.6967022567987442,5.071558833122253,0.86328125,0.9375
75,75,0.6500950083136559,6.156017184257507,0.91796875,0.92578125
76,76,1.1003550787766774,4.0506592988967896,0.8020833333333334,0.7447916666666666
77,77,0.6062914033730825,5.991848786671956,0.9036458333333334,0.9557291666666666
78,78,0.7183191577593485,6.247316598892212,0.8580729166666666,0.9075520833333334
79,79,0.6397030105193456,6.0947500467300415,0.9010416666666666,0.9596354166666666
80,80,0.6826810563604037,5.916361212730408,0.86328125,0.9375
81,81,0.6467274278402328,6.377939502398173,0.8958333333333334,0.9453125
82,82,0.4670098622639974,7.1751969655354815,0.95703125,0.99609375
83,83,0.6570983827114105,6.7987697919209795,0.8841145833333334,0.9401041666666666
84,84,0.7296542550126711,6.216298341751099,0.9166666666666666,0.8671875
85,85,0.6762031316757202,7.057366132736206,0.8932291666666666,0.9192708333333334
86,86,0.6357529958089193,6.857422828674316,0.8893229166666666,0.94921875
87,87,0.7004740809400877,6.926980376243591,0.9309895833333334,0.88671875
88,88,0.8739866018295288,5.572243571281433,0.8151041666666666,0.8541666666666666
89,89,0.6658894071976343,5.606183250745137,0.8619791666666666,0.9583333333333334
90,90,0.5390898113449415,7.092211484909058,0.94921875,0.97265625
91,91,0.7666809285680453,6.51274561882019,0.8502604166666666,0.9010416666666666
92,92,0.7465618178248405,6.181176662445068,0.8463541666666666,0.90625
93,93,0.5754902462164561,6.6951470375061035,0.8984375,0.9791666666666666
94,94,0.7551472584406534,6.091142455736796,0.8294270833333334,0.91796875
95,95,0.8580516080061594,5.772747953732808,0.84375,0.84765625
96,96,0.7758931914965311,5.573472201824188,0.8776041666666666,0.8645833333333334
97,97,0.6617708479364713,6.364329536755879,0.8971354166666666,0.9440104166666666
98,98,0.7416724661986033,5.3967742919921875,0.8138020833333334,0.9388020833333334
99,99,0.8054996406038603,5.539949655532837,0.8658854166666666,0.8658854166666666
100,100,0.6244445318977038,6.183898846308391,0.9127604166666666,0.9544270833333334
